time,content,author_id,novel
2015-06-15 13:00:00,"
This is the beginning. Almost anything can happen. This is where you find the creation of light, a fish wriggling onto land, the first word of Paradise Lost on an empty page. Think of an egg, the letter A, a woman ironing on a bare stage as the heavy curtain rises. This is the very beginning. The first-person narrator introduces himself, tells us about his lineage. The mezzo-soprano stands in the wings. Here the climbers are studying a map or pulling on their long woolen socks. This is early on, years before the Ark, dawn. The profile of an animal is being smeared on the wall of a cave, and you have not yet learned to crawl. This is the opening, the gambit, a pawn moving forward an inch. This is your first night with her, your first night without her. This is the first part where the wheels begin to turn, where the elevator begins its ascent, before the doors lurch apart. This is the middle. Things have had time to get complicated, messy, really. Nothing is simple anymore. Cities have sprouted up along the rivers teeming with people at cross-purposes— a million schemes, a million wild looks. Disappointment unshoulders his knapsack here and pitches his ragged tent. This is the sticky part where the plot congeals, where the action suddenly reverses or swerves off in an outrageous direction. Here the narrator devotes a long paragraph to why Miriam does not want Edward's child. Someone hides a letter under a pillow. Here the aria rises to a pitch, a song of betrayal, salted with revenge. And the climbing party is stuck on a ledge halfway up the mountain. This is the bridge, the painful modulation. This is the thick of things. So much is crowded into the middle— the guitars of Spain, piles of ripe avocados, Russian uniforms, noisy parties, lakeside kisses, arguments heard through a wall— too much to name, too much to think about. And this is the end, the car running out of road, the river losing its name in an ocean, the long nose of the photographed horse touching the white electronic line. This is the colophon, the last elephant in the parade, the empty wheelchair, and pigeons floating down in the evening. Here the stage is littered with bodies, the narrator leads the characters to their cells, and the climbers are in their graves. It is me hitting the period and you closing the book. It is Sylvia Plath in the kitchen and St. Clement with an anchor around his neck. This is the final bit thinning away to nothing. This is the end, according to Aristotle, what we have all been waiting for, what everything comes down to, the destination we cannot help imagining, a streak of light in the sky, a hat on a peg, and outside the cabin, falling leaves.",27,1
2015-06-15 19:00:00,"
I sing of brooks, of blossoms, birds, and bowers, Of April, May, of June, and July flowers. I sing of May-poles, hock-carts, wassails, wakes, Of bridegrooms, brides, and of their bridal-cakes. I write of youth, of love, and have access By these to sing of cleanly wantonness. I sing of dews, of rains, and piece by piece Of balm, of oil, of spice, and ambergris. I sing of Time's trans-shifting; and I write How roses first came red, and lilies white. I write of groves, of twilights, and I sing The court of Mab, and of the fairy king. I write of Hell; I sing (and ever shall) Of Heaven, and hope to have it after all.",3,1
2015-06-16 02:00:00,"
My long two-pointed ladder's sticking through a tree Toward heaven still, And there's a barrel that I didn't fill Beside it, and there may be two or three Apples I didn't pick upon some bough. But I am done with apple-picking now. Essence of winter sleep is on the night, The scent of apples: I am drowsing off. I cannot rub the strangeness from my sight I got from looking through a pane of glass I skimmed this morning from the drinking trough And held against the world of hoary grass. It melted, and I let it fall and break. But I was well Upon my way to sleep before it fell, And I could tell What form my dreaming was about to take. Magnified apples appear and disappear, Stem end and blossom end, And every fleck of russet showing clear. My instep arch not only keeps the ache, It keeps the pressure of a ladder-round. I feel the ladder sway as the boughs bend. And I keep hearing from the cellar bin The rumbling sound Of load on load of apples coming in. For I have had too much Of apple-picking: I am overtired Of the great harvest I myself desired. There were ten thousand thousand fruit to touch, Cherish in hand, lift down, and not let fall. For all That struck the earth, No matter if not bruised or spiked with stubble, Went surely to the cider-apple heap As of no worth. One can see what will trouble This sleep of mine, whatever sleep it is. Were he not gone, The woodchuck could say whether it's like his Long sleep, as I describe its coming on, Or just some human sleep.",28,1
2015-06-16 18:00:00,"
Dull to myself, and almost dead to these My many fresh and fragrant mistresses; Lost to all music now, since everything Puts on the semblance here of sorrowing. Sick is the land to th' heart, and doth endure More dangerous faintings by her desp'rate cure. But if that golden age would come again And Charles here rule, as he before did reign; If smooth and unperplex'd the seasons were As when the sweet Maria lived here; I should delight to have my curls half drown'd In Tyrian dews, and head with roses crown'd. And once more yet (ere I am laid out dead) Knock at a star with my exalted head.",3,1
2015-06-22 23:00:00,"
The Visconti put you on their flag: a snake devouring a child, or are you throwing up a man feet first? Some snakes hunt frogs, some freedom of will. There’s good in you: a man can count years on your skin. Generously, you mother and father a stolen boy, to the chosen you offer your cake of figs. A goiter on my neck, you lick my ear with lies, yet I must listen, smile and kiss your cheek or you may swallow the child completely. In Milan there is a triptych, the throned Virgin in glory, placed on the marble below, a dead naked man and a giant dead frog of human scale on its back. There’s hope! My eyes look into the top of my head at the wreath of snakes that sometimes crowns me.",19,1
2015-06-24 12:00:00,"
The day is gone, and all its sweets are gone! Sweet voice, sweet lips, soft hand, and softer breast, Warm breath, light whisper, tender semi-tone, Bright eyes, accomplish’d shape, and lang’rous waist! Faded the flower and all its budded charms, Faded the sight of beauty from my eyes, Faded the shape of beauty from my arms, Faded the voice, warmth, whiteness, paradise – Vanish’d unseasonably at shut of eve, When the dusk holiday – or holinight Of fragrant-curtain’d love begins to weave The woof of darkness thick, for hid delight, But, as I’ve read love’s missal through to-day, He’ll let me sleep, seeing I fast and pray.",16,1
2015-06-25 17:00:00,"
1 White lather on black soap— Maria’s gift. It reminds me Of when a woman died And they handed me her ring. Then they left to divide the roots for her. Daylight went down there shining. By accident, cleaning the hearth Of a house to leave it for good, I learned how to see A star come out: work My hand into the ashes. 2 “You’ve thrown a chestnut hull into the fireplace again,” Said Colette’s mother, “My clean ashes!” Naughty Colette had soiled the washing ashes Of applewood, poplar, and elm. Stretched over the big cauldron In the washhouse, hemp cloth held the ashes The washwoman poured a jug of boiling water on. They smelled almost sweet as the lye Filtered into the mass of linen. The air darkened with blue clouds. In the smoking lava layer of ashes, A few cinders of chestnut hulls, The tannin’s yellow stain. 3 Look for something You’ve been every day of your life. You said it was “lonely.” I’m certain it is also “clean.” My body’s big years diminish soap. My grandmother, whose diamond it was, Had a stone in her tub. I rubbed it on my feet As later I walked, Building little hoofs, All summer shoeless on creek gravel. That black bar of stone In the widow’s clean house, That volcanic pumice skips Over most hard places But softens at least one. 4 Once there was a downpour of rain They took as a judgment. It confused her billowing, steaming skirts. Another time—those times were hard— The executioner let go the twisted hemp From her neck sooner than he should Because the flames reached his hands. Nor would I, if I’d had to live then, Put my hands into the fire Those three hours it took to reduce her. But after, I’d scrub all over With the ashes of the still warm Black heart of the witch.",9,1
2015-06-29 00:00:00,"
A pack of young flirts was patrolling the party, They were cultural outsiders, consumed with ... what? Their own notion of beauty as reflected in the shine-more mirror Of a man's pants? Or nothing But midnight and no one is counting. They were practitioners, they admitted to the barman, Of psychological materialism, explaining they had read both Sartre and Beauvoir and believed in the cerebellum, The thalamus and the lower brain and that between The lower and the upper parts there must be room for them, Néant [ nothingness ] aside. Indeed, the evening was a spectacular bacchanalia, The girls lugging their blind-drunk partners around the floor. One sitting it out with a volume of The Collected Camus. That one was “imperious” (the word is de Beauvoir's) “The club was plunged into almost total darkness, With violinists wandering about ‘Playing soulful Russian music' into the guests' ears.” “‘If only it were possible to tell the truth,' Exclaimed Camus at one point.” There was vodka and champagne, both in quantities Extremely beautiful and nice for getting tight. And dancing Cheek to cheek, between the exchange of furtive kisses And giggles every time one of the chaps said, “Don't Leave me, I love you, I'll always love you.” Which they took as irrefutable evidence Of a general greed for human warmth, I.e., for touch, even among the agonized Post-adolescent dreamers who morphed on the dance floor That night into naughty boys, echoing the girls' questions Of “how shall we live,” “what shall we do,” Words without end, without weight.",25,1
2015-07-01 17:00:00,"
One last meal, family-style —no family, and with suspect style. November first, my almost-groomfresh off his flasher costume discharge at the office. Harris tweed.I read it on his antisocial feed. The motel life is all a dream —we were, as they say, living the dream. I appreciate our quandary, hot-plate dates and frowsy laundry. Face tattoos are never a good sign.I hope his tumor is benign. I won’t forget the time he lentme Inches, which I gave up for Lent. Our love was threat, like phantom pain.An almost-plan for a bullet train. I’m weaning myself off graphic tees,not taking on any new disease. I walk along Pier 5 to kill the myth,of course another stab at myth. I pull my output from the shelfand wildly anthologize myself. I’ve adopted another yellow lab.I hope to die inside this cab. My lack of faith is punctuation —no wait, the lack of punctuation. Every intonation, one more pactwith injury; my latest one-act: “Flossing in Public.”In the spattered glass of the republic.",7,1
2015-07-01 18:00:00,"
Get up, get up for shame, the Blooming Morne Upon her wings presents the god unshorne. See how Aurora throwes her faire Fresh-quilted colours through the aire: Get up, sweet-Slug-a-bed, and see The Dew-bespangling Herbe and Tree. Each Flower has wept, and bow'd toward the East, Above an houre since; yet you not drest, Nay! not so much as out of bed? When all the Birds have Mattens seyd, And sung their thankful Hymnes: 'tis sin, Nay, profanation to keep in, When as a thousand Virgins on this day, Spring, sooner than the Lark, to fetch in May. Rise; and put on your Foliage, and be seene To come forth, like the Spring-time, fresh and greene; And sweet as Flora. Take no care For Jewels for your Gowne, or Haire: Feare not; the leaves will strew Gemms in abundance upon you: Besides, the childhood of the Day has kept, Against you come, some Orient Pearls unwept: Come, and receive them while the light Hangs on the Dew-locks of the night: And Titan on the Eastern hill Retires himselfe, or else stands still Till you come forth. Wash, dresse, be briefe in praying: Few Beads are best, when once we goe a Maying. Come, my Corinna, come; and comming, marke How each field turns a street; each street a Parke Made green, and trimm'd with trees: see how Devotion gives each House a Bough, Or Branch: Each Porch, each doore, ere this, An Arke a Tabernacle is Made up of white-thorn neatly enterwove; As if here were those cooler shades of love. Can such delights be in the street, And open fields, and we not see't? Come, we'll abroad; and let's obay The Proclamation made for May: And sin no more, as we have done, by staying; But my Corinna, come, let's goe a Maying. There's not a budding Boy, or Girle, this day, But is got up, and gone to bring in May. A deale of Youth, ere this, is come Back, and with White-thorn laden home. Some have dispatcht their Cakes and Creame, Before that we have left to dreame: And some have wept, and woo'd, and plighted Troth, And chose their Priest, ere we can cast off sloth: Many a green-gown has been given; Many a kisse, both odde and even: Many a glance too has been sent From out the eye, Loves Firmament: Many a jest told of the Keyes betraying This night, and Locks pickt, yet w'are not a Maying. Come, let us goe, while we are in our prime; And take the harmlesse follie of the time. We shall grow old apace, and die Before we know our liberty. Our life is short; and our dayes run As fast away as do's the Sunne: And as a vapour, or a drop of raine Once lost, can ne'r be found againe: So when or you or I are made A fable, song, or fleeting shade; All love, all liking, all delight Lies drown'd with us in endlesse night. Then while time serves, and we are but decaying; Come, my Corinna, come, let's goe a Maying.",3,0
2015-07-03 14:00:00,"
1. Then the long fencerow, that years ago had heaved and buckled, took on a copper shine in the sunset, the dew. A garlic haze of cut pastures simmered fields away. 2. They were flushed from sex—they were traced with that other body, just parted. They stood in the length of first fall waiting. And their skin, that had been so willing, 3. delible as ash to a trembling fingertip, became its own again. One star, three. Nothing good was going to happen. Night winds lifted themselves out of wheat rows and shook 4. off what had been done. So they turned elsewhere. Her fingers gathered up her collar softly in a bunch, and she put on a scarf. It was not even cold. It was only cool.",2,1
2015-07-04 11:00:00,"
Good evening, daddy! I know you’ve heard The boogie-woogie rumble Of a dream deferred Trilling the treble And twining the bass Into midnight ruffles Of cat-gut lace.",30,1
2015-07-05 14:00:00,"
Good morning kiss. Their teeth glance. Clack of June bugs against pane. On the porch a young man in the full sun rocking. Jars incubate tomato plants. His mother sweeps the dirt yard away from flowering vinca and bottle tree. Straightens up, one-eyed by ragged hens. As her boy ambles away to the steady pulse in his skull. The cattle gate swinging open behind him. She takes a headache powder and it is nineteen and twenty seven. The James overruns its levee, backs up the Blackwater. Nineteen and twenty nine: she reads his postcard, the tobacco crop burns. Nineteen and thirty, drought. Long limp bags drag through fields. The Lord whistles for the fly. Revival tents threaten a rain of scorpions. To cure her hiccups, the woman sees a hypnotist. Promptly coughs herself to death. In pungs marked men ride. The son is blown away. No one returns in this story. No one escapes. The tribe is glued together for ruination, friends. There is no more time, there is no way out.",29,1
2015-07-05 23:00:00,"
And so their pounded hearts were worn— like a badge or talisman, that canceled almost all their blindness— creation's linkage depending on a drive itself derived from a kind of kindness or desperation, the sense that one's inadequate, at any rate the space for time— water has it, flowing (even from a faucet . . .) and here the black swan glides across it— as the sunlight's suddenly on my back, and now the skin along it's warmer, Lord, which lets me walk by the river . . .",12,1
2015-07-06 02:00:00,"
A- round my neck an amu- let Be- tween my eyes a star A ring in my nose and a gold chain to Keep me where You are *",33,1
2015-07-10 08:00:00,"
The history of my stupidity would fill many volumes. Some would be devoted to acting against consciousness, Like the flight of a moth which, had it known, Would have tended nevertheless toward the candle’s flame. Others would deal with ways to silence anxiety, The little whisper which, though it is a warning, is ignored. I would deal separately with satisfaction and pride, The time when I was among their adherents Who strut victoriously, unsuspecting. But all of them would have one subject, desire, If only my own—but no, not at all; alas, I was driven because I wanted to be like others. I was afraid of what was wild and indecent in me. The history of my stupidity will not be written. For one thing, it’s late. And the truth is laborious.Berkeley, 1980.",34,1
2015-07-11 20:00:00,"
Let it not your wonder move, Less your laughter, that I love. Though I now write fifty years, I have had, and have, my peers; Poets, though divine, are men, Some have lov'd as old again. And it is not always face, Clothes, or fortune, gives the grace; Or the feature, or the youth. But the language and the truth, With the ardour and the passion, Gives the lover weight and fashion. If you then will read the story, First prepare you to be sorry That you never knew till now Either whom to love or how; But be glad, as soon with me, When you know that this is she Of whose beauty it was sung; She shall make the old man young, Keep the middle age at stay, And let nothing high decay, Till she be the reason why All the world for love may die.",4,1
2015-07-12 19:00:00,"
You have put your two hands upon me, and your mouth, You have said my name as a prayer. Here where trees are planted by the water I have watched your eyes, cleansed from regret, And your lips, closed over all that love cannot say, My mother remembers the agony of her womb And long years that seemed to promise more than this. She says, “You do not love me, You do not want me, You will go away.” In the country whereto I go I shall not see the face of my friend Nor her hair the color of sunburnt grasses; Together we shall not find The land on whose hills bends the new moon In air traversed of birds. What have I thought of love? I have said, “It is beauty and sorrow.” I have thought that it would bring me lost delights, and splendor As a wind out of old time. . . But there is only the evening here, And the sound of willows Now and again dipping their long oval leaves in the water.",21,1
2015-07-12 23:00:00,"
Would that the structure brave, the manifold music I build, Bidding my organ obey, calling its keys to their work, Claiming each slave of the sound, at a touch, as when Solomon willed Armies of angels that soar, legions of demons that lurk, Man, brute, reptile, fly,—alien of end and of aim, Adverse, each from the other heaven-high, hell-deep removed,— Should rush into sight at once as he named the ineffable Name, And pile him a palace straight, to pleasure the princess he loved! Would it might tarry like his, the beautiful building of mine, This which my keys in a crowd pressed and importuned to raise! Ah, one and all, how they helped, would dispart now and now combine, Zealous to hasten the work, heighten their master his praise! And one would bury his brow with a blind plunge down to hell, Burrow awhile and build, broad on the roots of things, Then up again swim into sight, having based me my palace well, Founded it, fearless of flame, flat on the nether springs. And another would mount and march, like the excellent minion he was, Ay, another and yet another, one crowd but with many a crest, Raising my rampired walls of gold as transparent as glass, Eager to do and die, yield each his place to the rest: For higher still and higher (as a runner tips with fire, When a great illumination surprises a festal night— Outlining round and round Rome's dome from space to spire) Up, the pinnacled glory reached, and the pride of my soul was in sight. In sight? Not half! for it seemed, it was certain, to match man's birth, Nature in turn conceived, obeying an impulse as I; And the emulous heaven yearned down, made effort to reach the earth, As the earth had done her best, in my passion, to scale the sky: Novel splendours burst forth, grew familiar and dwelt with mine, Not a point nor peak but found and fixed its wandering star; Meteor-moons, balls of blaze: and they did not pale nor pine, For earth had attained to heaven, there was no more near nor far. Nay more; for there wanted not who walked in the glare and glow, Presences plain in the place; or, fresh from the Protoplast, Furnished for ages to come, when a kindlier wind should blow, Lured now to begin and live, in a house to their liking at last; Or else the wonderful Dead who have passed through the body and gone, But were back once more to breathe in an old world worth their new: What never had been, was now; what was, as it shall be anon; And what is,—shall I say, matched both? for I was made perfect too. All through my keys that gave their sounds to a wish of my soul, All through my soul that praised as its wish flowed visibly forth, All through music and me! For think, had I painted the whole, Why, there it had stood, to see, nor the process so wonder-worth: Had I written the same, made verse—still, effect proceeds from cause, Ye know why the forms are fair, ye hear how the tale is told; It is all triumphant art, but art in obedience to laws, Painter and poet are proud in the artist-list enrolled:— But here is the finger of God, a flash of the will that can, Existent behind all laws, that made them and, lo, they are! And I know not if, save in this, such gift be allowed to man, That out of three sounds he frame, not a fourth sound, but a star. Consider it well: each tone of our scale in itself is nought; It is everywhere in the world—loud, soft, and all is said: Give it to me to use! I mix it with two in my thought: And, there! Ye have heard and seen: consider and bow the head! Well, it is gone at last, the palace of music I reared; Gone! and the good tears start, the praises that come too slow; For one is assured at first, one scarce can say that he feared, That he even gave it a thought, the gone thing was to go. Never to be again! But many more of the kind As good, nay, better, perchance: is this your comfort to me? To me, who must be saved because I cling with my mind To the same, same self, same love, same God: ay, what was, shall be. Therefore to whom turn I but to thee, the ineffable Name? Builder and maker, thou, of houses not made with hands! What,",26,1
2015-07-13 11:00:00,"
They arrived at the desk of the Hotel Duncanand Smithed in, twitchy as flea-drummed squirrels.Her coat was squared and cream, his patent shoeswere little boats you wouldn’t put to sea in.People, not meaning to, write themselves into the soap that your life is, rise or fall in the plot.Seems that they were fleeing from the 1980smuch as a hummingbird flies from a flower’s bell.These were the times when wine was still a treat and not yet considered a common bodily fluid.You will have heard that the mind works muchas an oval of soap turned between two hands.She went round the room seeking lightsthat could be off without desire becoming love.He spread his arms behind his head, a gestureof libido she misread as test of temperature.Every carpet has its weave and underlay, seen only by the maker, the deliverer and the layer.The year was a dog but the day was as good as a song that ends with a wedding, meat on the rib.Evening was folding over the grid, slick walkerswith armfuls of books splendored in dusk’s ask.The song of the pipes was eerie as a face pressedto glass, as a basketball with a mouth and teeth.They lay in the glow of the times and talked ofhow people form a queue to exact or escape love.Each sigh has a sequel, she thought, then he did,then the whole hotel pulsed through that thought.Scandal has an inroad, but you must tunnel out;she rose and stood up counting, all hair and beauty.Though we do not hear them, beneath our own,our shadows’ footsteps clatter, they match our dread.",17,1
2015-07-14 00:00:00,"
Hail native language, that by sinews weak Didst move my first endeavouring tongue to speak, And mad'st imperfect words with childish trips, Half unpronounc'd, slide through my infant lips, Driving dumb Silence from the portal door, Where he had mutely sate two years before: Here I salute thee and thy pardon ask, That now I use thee in my latter task: Small loss it is that thence can come unto thee, I know my tongue but little grace can do thee: Thou needst not be ambitious to be first, Believe me I have thither pack'd the worst: And, if it happen as I did forecast, The daintest dishes shall be serv'd up last. I pray thee then deny me not thy aid For this same small neglect that I have made: But haste thee straight to do me once a pleasure, And from thy wardrobe bring thy chiefest treasure; Not those new-fangled toys, and trimming slight Which takes our late fantastics with delight, But cull those richest robes, and gay'st attire Which deepest spirits, and choicest wits desire. I have some naked thoughts that rove about And loudly knock to have their passage out; And weary of their place do only stay Till thou hast deck'd them in thy best array; That so they may without suspect or fears Fly swiftly to this fair assembly's ears. Yet I had rather, if I were to choose, Thy service in some graver subject use, Such as may make thee search thy coffers round, Before thou clothe my fancy in fit sound: Such where the deep transported mind may soar Above the wheeling poles, and at heav'n's door Look in, and see each blissful deity How he before the thunderous throne doth lie, Listening to what unshorn Apollo sings To th'touch of golden wires, while Hebe brings Immortal nectar to her kingly sire; Then passing through the spheres of watchful fire, And misty regions of wide air next under, And hills of snow and lofts of piled thunder, May tell at length how green-ey'd Neptune raves, In heav'n's defiance mustering all his waves; Then sing of secret things that came to pass When beldam Nature in her cradle was; And last of kings and queens and heroes old, Such as the wise Demodocus once told In solemn songs at king Alcinous' feast, While sad Ulysses' soul and all the rest Are held with his melodious harmony In willing chains and sweet captivity.",10,1
2015-07-14 06:00:00,"
In front of the craft shop,a small nativity,mother, baby, sheepmade of whiteand blue balloons. *Sky god girl.Pick out the onethat doesn’t belong. *Some thingclose to nothing flatfrom which,fatherless,everything has come.",24,1
2015-07-16 06:00:00,"
Just as in the horror movies when someone discovers that the phone calls are coming from inside the house so too, I realized that our tender overlapping has been taking place only inside me. All that sweetness, the love and desire— it’s just been me dialing myself then following the ringing to another room to find no one on the line, well, sometimes a little breathing but more often than not, nothing. To think that all this time— which would include the boat rides, the airport embraces, and all the drinks— it’s been only me and the two telephones, the one on the wall in the kitchen and the extension in the darkened guest room upstairs.",27,1
2015-07-18 18:00:00,"
LaBohem Brown In a package of minutes there is this We. How beautiful. Merry foreigners in our morning, we laugh, we touch each other, are responsible props and posts. A physical light is in the room. Because the world is at the window we cannot wonder very long. You rise. Although genial, you are in yourself again. I observe your direct and respectable stride. You are direct and self-accepting as a lion in Afrikan velvet. You are level, lean, remote. There is a moment in Camaraderie when interruption is not to be understood. I cannot bear an interruption. This is the shining joy; the time of not-to-end. On the street we smile. We go in different directions down the imperturbable street.",11,1
