time,content,author_id,novel
2015-05-31 17:00:00,"
In those days, though, I never analysed Myself even. All analysis comes late. You catch a sight of Nature, earliest, In full front sun-face, and your eyelids wink And drop before the wonder of ‘t; you miss The form, through seeing the light. I lived, those days, And wrote because I lived–unlicensed else: My heart beat in my brain. Life’s violent flood Abolished bounds,–and, which my neighbour’s field, Which mine, what mattered? It is so in youth. We play at leap-frog over the god Term; The love within us and the love without Are mixed, confounded; if we are loved or love, We scarce distinguish. So, with other power. Being acted on and acting seem the same: In that first onrush of life’s chariot-wheels, We know not if the forests move or we. And so, like most young poets, in a flush Of individual life, I poured myself Along the veins of others, and achieved Mere lifeless imitations of life verse, And made the living answer for the dead, Profaning nature. ‘Touch not, do not taste, Nor handle,’–we’re too legal, who write young: We beat the phorminx till we hurt our thumbs, As if still ignorant of counterpoint; We call the Muse ... ‘O Muse, benignant Muse!’– As if we had seen her purple-braided head. With the eyes in it start between the boughs As often as a stag’s. What make-believe, With so much earnest! what effete results, From virile efforts! what cold wire-drawn odes From such white heats!–bucolics, where the cows Would scare the writer if they splashed the mud In lashing off the flies,–didactics, driven Against the heels of what the master said; And counterfeiting epics, shrill with trumps A babe might blow between two straining cheeks Of bubbled rose, to make his mother laugh; And elegiac griefs, and songs of love, Like cast-off nosegays picked up on the road, The worse for being warm: all these things, writ On happy mornings, with a morning heart, That leaps for love, is active for resolve, Weak for art only. Oft, the ancient forms Will thrill, indeed, in carrying the young blood. The wine-skins, now and then, a little warped, Will crack even, as the new wine gurgles in. Spare the old bottles!–spill not the new wine. By Keats’s soul, the man who never stepped In gradual progress like another man, But, turning grandly on his central self, Ensphered himself in twenty perfect years And died, not young,–(the life of a long life, Distilled to a mere drop, falling like a tear Upon the world’s cold cheek to make it burn For ever;) by that strong excepted soul, I count it strange, and hard to understand, That nearly all young poets should write old; That Pope was sexagenarian at sixteen, And beardless Byron academical, And so with others. It may be, perhaps, Such have not settled long and deep enough In trance, to attain to clairvoyance,–and still The memory mixes with the vision, spoils, And works it turbid. Or perhaps, again, In order to discover the Muse-Sphinx, The melancholy desert must sweep round, Behind you, as before.– For me, I wrote False poems, like the rest, and thought them true. Because myself was true in writing them. I, peradventure, have writ true ones since With less complacence. But I could not hide My quickening inner life from those at watch. They saw a light at a window now and then, They had not set there. Who had set it there? My father’s sister started when she caught My soul agaze in my eyes. She could not say I had no business with a sort of soul, But plainly she objected,–and demurred, That souls were dangerous things to carry straight Through all the spilt saltpetre of the world. She said sometimes, ‘Aurora, have you done Your task this morning?–have you read that book? And are you ready for the crochet here?’– As if she said, ‘I know there’s something wrong, I know I have not ground you down enough To flatten and bake you to a wholesome crust For household uses and proprieties, Before the rain has got into my barn And set the grains a-sprouting. What, you’re green With out-door impudence? you almost grow?’ To which I answered, ‘",103,1
2015-05-31 17:00:00,"
Here a little child I stand Heaving up my either hand; Cold as paddocks though they be, Here I lift them up to Thee, For a benison to fall On our meat, and on us all. Amen.",32,1
2015-05-31 21:00:00,"
They christened my brother of old— And a saintly name he bears— They gave him his place to hold At the head of the belfry-stairs, Where the minster-towers stand And the breeding kestrels cry. Would I change with my brother a league inland?(Shoal! ’Ware shoal!) Not I ! In the flush of the hot June prime, O’er sleek flood-tides afire, I hear him hurry the chime To the bidding of checked Desire; Till the sweated ringers tire And the wild bob-majors die. Could I wait for my turn in the godly choir?(Shoal! ’Ware shoal!) Not I! When the smoking scud is blown— When the greasy wind-rack lowers— Apart and at peace and alone, He counts the changeless hours. He wars with darkling Powers (I war with, a darkling sea); Would he stoop to my work in the gusty mirk?(Shoal! ’Ware shoal!) Not he! There was never a priest to pray, There was never a hand to toll, When they made me guard of the bay, And moored me over the shoal. I rock, I reel, and I roll— My four great hammers ply— Could I speak or be still at the Church’s will?(Shoal! ’Ware shoal!) Not I! The landward marks have failed, The fog-bank glides unguessed, The seaward lights are veiled, The spent deep feigns her rest: But my ear is laid to her breast, I lift to the swell—I cry! Could I wait in sloth on the Church’s oath?(Shoal! ’Ware shoal!) Not I! At the careless end of night I thrill to the nearing screw; I turn in the clearing light And I call to the drowsy crew; And the mud boils foul and blue As the blind bow backs away. Will they give me their thanks if they clear the banks?(Shoal! ’Ware shoal!) Not they! The beach-pools cake and skim, The bursting spray-heads freeze, I gather on crown and rim The grey, grained ice of the seas, Where, sheathed from bitt to trees, The plunging colliers lie. Would I barter my place for the Church’s grace?(Shoal! ’Ware shoal!) Not I! Through the blur of the whirling snow, Or the black of the inky sleet, The lanterns gather and grow, And I look for the homeward fleet. Rattle of block and sheet— ‘Ready about—stand by!’ Shall I ask them a fee ere they fetch the quay?(Shoal! ’Ware shoal!) Not I! I dip and I surge and I swing In the rip of the racing tide, By the gates of doom I sing, On the horns of death I ride. A ship-length overside, Between the course and the sand, Fretted and bound I bide Peril whereof I cry. Would I change with my brother a league inland?(Shoal! ’Ware shoal!) Not I!",134,1
2015-06-01 01:00:00,"
This is what our dying looks like. You believe in the sun. I believe I can't love you. Always be closing, Said our favorite professor before He let the gun go off in his mouth. I turned 29 the way any man turns In his sleep, unaware of the earth Moving beneath him, its plates in Their places, a dated disagreement. Let's fight it out, baby. You have Only so long left—a man turning In his sleep—so I take a picture. I won't look at it, of course. It's His bad side, his Mr. Hyde, the hole In a husband's head, the O Of his wife's mouth. Every night, I take a pill. Miss one, and I'm gone. Miss two, and we're through. Hotels Bore me, unless I get a mountain view, A room in which my cell won't work, And there's nothing to do but see The sun go down into the ground That cradles us as any coffin can.",102,1
2015-06-01 05:00:00,"
I wish we could control this revolting want of control: these people with their spongy eyes, their mouths of trembling shoehorns, billhooks for penises and bear traps for vulvas. One taste of sunlight and at once they can’t do without it. Water, the same, and food, and air, and a dozen other squalid habits. Some—like their copulation, a rusting carnation in a cut-glass neck— are not physically compulsive but the partners can’t stop wanting them to be: so we desire to be raped by love, who would fill us, they say, with an oil from the lit braziers of stars. What if, doing it every day, we resemble pistons, and the slow poison cuts our lives off at 70: it’s the grim determination of our passion. And beyond this, even I— defended in childhood by my strong father the piano and my mother the virtuoso from knuckles among warehouses—even I am addicted to the mild light of words.",148,1
2015-06-01 16:00:00,"
Good morning kiss. Their teeth glance. Clack of June bugs against pane. On the porch a young man in the full sun rocking. Jars incubate tomato plants. His mother sweeps the dirt yard away from flowering vinca and bottle tree. Straightens up, one-eyed by ragged hens. As her boy ambles away to the steady pulse in his skull. The cattle gate swinging open behind him. She takes a headache powder and it is nineteen and twenty seven. The James overruns its levee, backs up the Blackwater. Nineteen and twenty nine: she reads his postcard, the tobacco crop burns. Nineteen and thirty, drought. Long limp bags drag through fields. The Lord whistles for the fly. Revival tents threaten a rain of scorpions. To cure her hiccups, the woman sees a hypnotist. Promptly coughs herself to death. In pungs marked men ride. The son is blown away. No one returns in this story. No one escapes. The tribe is glued together for ruination, friends. There is no more time, there is no way out.",126,1
2015-06-01 22:00:00,"
When I see the cradle rocking What is it that I see?I see a rood on the hilltop Of Calvary.When I hear the cattle lowing What is it that they say?They say that shadows feasted At Tenebrae.When I know that the grave is empty,Absence eviscerates me,And I dwell in a cavernous, constant Horror vacui.",127,1
2015-06-02 14:00:00,"
New Year’s morning— everything is in blossom! I feel about average. A huge frog and I staring at each other, neither of us moves. This moth saw brightness in a woman’s chamber— burned to a crisp. Asked how old he was the boy in the new kimono stretched out all five fingers. Blossoms at night, like people moved by music Napped half the day; no one punished me! Fiftieth birthday: From now on, It’s all clear profit, every sky. Don’t worry, spiders, I keep house casually. These sea slugs, they just don’t seem Japanese. Hell: Bright autumn moon; pond snails crying in the saucepan.",75,1
2015-06-04 00:00:00,"
Though the amaryllis sags and spills so do those my wishes serve, all along the town. And yes, the new moon, kinked there in night's patch, tugs me so—but I can't reach to right the slant. And though our cat pads past without a tail, some with slinking tails peer one-eyed at the dawn, some with eyes are clawless, some with sparking claws contain no voice with which to sing of foxes gassing in the lane. Round-shouldered pals parade smart shirts, while my broad back supports a scrubby jumper, fawn or taupe. The balding English air their stubble while some headless hero sports a feathered hat. I know a man whose thoroughbred grazes in his porch for want of livery. There are scholars of Kant who can't find Kent on the map, and men of Kent who cannot fathom Kant. We who would polish off a feast have lain late in our beds, our bellies groaning, throats on fire. We who'd drain a vat of wine have drunk our own blood for its sting. Each of us in tatters flaunts one treasured garment flapping in the wind.",88,1
2015-06-05 22:00:00,"
Somebody down there hates us deeply,Has planted a thorn where slightest woe may overrun.Disorderly and youthful sorrow, many divots picked at sinceAcross the thrice-hounded comfort zone.Can’t cut it, sees permanent cronesEncroaching aside likely lanes of executive tarAll spread skyward.You got the picture, Bub:This world is ours no more,And those other euphemisms for grimly twisting wrath,A wire-mesh semblance bedeckedWith twilight’s steamy regard.Look at the wind out here.Delete imperative.Hours where money rinses life like sex,Whichever nowadays serves as its signifier.",54,1
2015-06-06 08:00:00,"
I’m all alone in this world, she said, Ain’t got nobody to share my bed, Ain’t got nobody to hold my hand— The truth of the matter’s I ain’t got no man. Big Boy opened his mouth and said, Trouble with you is You ain’t got no head! If you had a head and used your mind You could have me with you All the time. She answered, Babe, what must I do? He said, Share your bed—And your money, too.",128,1
2015-06-09 13:00:00,"
1 What’s The Word! she cries from her purchase on the iron finial of the front gate to my heart. The radio in the kitchen is stuck in the year I was born. The capitals of the world are burning. And this sparrow with a woman’s face roars in the burdened air — air crowded with voices, but no word, mobbed with talking, but no word, teeming with speech, but no word — this woman with the body of a bird is shrieking fierce buzzed volts in the swarming babble, What’s The Word! This evening is the year of my birth. The country has just gained its independence. Social unrest grows rampant as the economy declines. Under a corrupt government of the army and the rich come years of mass poverty, decades of starving children and racially-fueled mayhem. Word is armed squads raping women by the hundreds. Word is beheadings, public lynchings, and riots. Word is burning, looting, curfews, and shoot-to-kill orders. And word is more deadly days lie ahead. Today, tomorrow, and yesterday, the forecast calls for more misery, more poverty, more starvation, more families fleeing their homes, more refugees streaming toward every border. More horror is to come, that’s the word. More scapegoating is to come, that’s the word. More violence is to come on the roads, in the streets, in the homes, violence in the churches, in the temples where they preach who to love and who to hate. How to get to heaven, and who to leave behind. How to don the fleece of the blameless and prosecute your neighbor. All against all is to come. That’s the word. Who hasn’t heard that! she spits. You call yourself a poet? You tame high finisher of paltry blots! You publish doubt and call it knowledge! You destroy the wisdom of ages to gratify your envy! You murder benevolence and virtue with condescension. You pretend to poetry and destroy imagination! Your words mystify, mislead, and misdirect! You ape The Word made flesh with words made words to multiply more words and words about your words! And you ritualize these sterile pleasures, miming joy, delight, and generation! You celebrate cheap distractions! Your theories bloom in suicide of the mind, starvation of the heart, and mass maladies of the soul. You mock and mimic sincerity! You read and divine by irony! You snare the little ones! You pose stumbling blocks to the lame! You dig pits for the blind! You sell desolation! Your science is despair! What’s The Word! I can tell she’s up to no good, this feathered interval, monument to the nano, this deciding gram, my Geronimo. She’s out to overturn an empire, to usurp principalities and powers, just by swooping into the right assembly, perplexing a senate, baffling a parliament, or bewildering somebody’s crosshairs. Not worth a farthing, and without a cent, she would own the realm her shrill cries measure, trading dying for being. I tell her, I sang in a church choir during one war North American TV made famous. I fled a burning archipelago in the rain, on my mother’s back, in another war nobody televised. In the midst of wars worldwide, many in countries whose names I can’t pronounce, I tucked Christ’s promise and Adam’s disgrace together with my pajamas under my pillow each morning, unable to distinguish which was God’s first thought, and which God’s second. Therefore, I seek asylum in the final word, an exile from the first word, and a refugee of an illegible past. Who hasn’t witnessed the laws of merging and parting, blessing and killing! she says. Who isn’t subject to the hand that giveth and the hand that taketh, the change of the guard, with and without blood, and their own dismembered history fed to the unvanquished flowers? Lift every clock’s face and see the counting angels reckoning, the killing angels busy at their anvils. Say what’s The Word, or die! It’s obvious she’s accounted for what the wind will take, what the moths must eat, the ants carry away, the Caesars keep. She’s a breathing remnant restored to springtime’s living cloth. She’s a pair of scissors trimming lament to allow for all I don’t know. A",39,1
2015-06-10 06:00:00,"
8/1 From here groomed fields and clumps of trees, a silo of corrugated tin and a white barn blur. Unseasonable cool days, high, blue, a few clouds like ripped pillows as if this were a lip of the North Sea and I could look out and imagine Denmark. But I’m in my office three floors up. 8/3 In Armenian there’s a word—garod—rhymes with “maud.” The beautiful ones are not faithful and the faithful ones are not beautiful— a student said that about some Pavese translations, here in my office. Should I tell you what garod means? 8/5 What’s happening in Spitak and Sarajevo and the West Bank is splayed like the cortex of a silicon chip in the fuzzy air. Maria, the physician from Armenia, was 25 & had one plastic arm and one real arm. I met her in East Hampton on the deck of a house on the dunes. After the earthquake she had no husband, no parents, and only one child. “I’m in a good mood today,” she said, “let’s talk about something else.” I poured her an Amstel Light. 8/10 The coolness intrudes— month of wind-sprints and retching for the coach. It comes back like nerve ends after surgery. Along a country road cicadas rattling. Chicory and sweet pea intruding on the ripe barley. I picked up some seed packs from a junk shop on Rt. 20, a tomato blazed in red ink/ 1926, Fredonia, N.Y. 8/11 What’s between us? The red ink of the tomato? How does an image stay? Or is it always aftermath? The way deep black reflected the most light in Talbot’s first calotypes. But garod: tongue of a snake, meaning exile, longing for home. Thomas Wedgwood got images by getting sunlight to pass through things onto paper brushed with silver nitrate: wings of a dragonfly, the spine of an oak leaf— fugitive photograms. But he couldn’t stop the sun until it turned the paper black. Stop the light before it goes too far? Or is desire what garod means? Longing for a native place. 8/17 Maria said she was learning how to connect nerve endings in the hand so hands and arms would work again. There were so many in Armenia without working hands and arms. At the end of each dendrite is a blurred line like the horizon I’m squinting. Image of the other: light-arrested; not the image of ourselves. 8/21 After digging scallions one day Dickinson defined freedom: Captivity’s consciousness, so’s liberty. Maybe garod is about the longing for the native place between two selves. 8/22 I love the brute force of silence in Roger Fenton’sSebastopol from Cathcart’s Hill, 1855. The Crimean inner war. The artlessness of silver is like my tongue in your wet space, or like the news photos that bring us the pressure of disaster. Beloved topography,garod then must mean yearning. Is that how we loved under the rattling Nippon porcelain, in the light calotyped by the fire escape? 8/25 garod: the grain chute that spills into a dark barn which is endless, like the self when it’s out of reach. Are we so lonely that a constellation could blacken and fill up that same barn, and that be me or you? But still we’re piss and oats and stock in there. We’re like civet, who wouldn’t love it. 8/31 the new glass-plate pictures: transparent as air, Szarkowski wrote like windowsthe fragmentary, scruffy, particularity of real living behind them—",51,1
